Order_ID,Customer_ID,Date,Product,Category,Quantity,Unit_Price,Discount_pct,Rating,Sales_Amount,Month,Month_Name,Customer_Name,City
63,1041,2024-03-03,Laptop,Accessories,2,49763.65,19.3,2.9,80318.53,3,March,Customer_1041,Chennai
64,1041,2024-03-04,Phone,Accessories,4,74665.61,9.46,4.0,270408.97,3,March,Customer_1041,Chennai
65,1042,2024-03-05,Tablet,Accessories,4,78475.28,20.88,2.5,248358.57,3,March,Customer_1042,Coimbatore
66,1082,2024-03-06,Monitor,Electronics,3,6036.43,5.33,4.8,17144.06,3,March,Customer_1082,Hyderabad
67,1033,2024-03-07,Tablet,Electronics,6,11470.8,0.11,3.2,68749.09,3,March,Customer_1033,Chennai
68,1017,2024-03-08,Keyboard,Electronics,5,63363.67,14.28,2.6,271576.69,3,March,Customer_1017,Hyderabad
69,1034,2024-03-09,Keyboard,Accessories,4,22015.26,24.85,2.8,66177.87,3,March,Customer_1034,Hyderabad
70,1003,2024-03-10,Laptop,Accessories,6,70845.5,0.97,3.1,420949.79,3,March,Customer_1003,Coimbatore
71,1011,2024-03-11,Keyboard,Accessories,6,53244.53,5.2,3.2,302854.89,3,March,Customer_1011,Hyderabad
72,1010,2024-03-12,Monitor,Accessories,4,9391.66,12.97,2.6,32694.25,3,March,Customer_1010,Chennai
73,1078,2024-03-13,Monitor,Electronics,2,66686.08,20.25,3.7,106364.3,3,March,Customer_1078,Bengaluru
74,1073,2024-03-14,Laptop,Electronics,6,14520.33,2.23,3.0,85179.16,3,March,Customer_1073,Hyderabad
75,1070,2024-03-15,Monitor,Electronics,6,34167.88,9.88,3.4,184752.56,3,March,Customer_1070,Hyderabad
76,1047,2024-03-16,Monitor,Electronics,7,44398.7,18.68,3.5,252735.16,3,March,Customer_1047,Hyderabad
77,1072,2024-03-17,Tablet,Electronics,2,40310.91,9.29,3.3,73132.05,3,March,Customer_1072,Chennai
78,1017,2024-03-18,Laptop,Electronics,3,55049.95,4.72,3.3,157354.78,3,March,Customer_1017,Hyderabad
79,1091,2024-03-19,Tablet,Electronics,7,52388.6,4.89,2.7,348787.58,3,March,Customer_1091,Hyderabad
80,1051,2024-03-20,Keyboard,Electronics,4,79367.34,10.25,2.6,284928.75,3,March,Customer_1051,Coimbatore
81,1094,2024-03-21,Monitor,Accessories,7,79954.04,11.99,3.0,492572.85,3,March,Customer_1094,Bengaluru
82,1016,2024-03-22,Laptop,Accessories,1,41558.52,21.55,4.4,32602.66,3,March,Customer_1016,Coimbatore
83,1050,2024-03-23,Keyboard,Accessories,1,8068.33,16.06,5.0,6772.56,3,March,Customer_1050,Coimbatore
84,1070,2024-03-24,Keyboard,Electronics,6,58363.54,17.26,4.8,289739.96,3,March,Customer_1070,Hyderabad
85,1050,2024-03-25,Laptop,Electronics,3,78144.79,24.57,3.8,176833.85,3,March,Customer_1050,Coimbatore
86,1045,2024-03-26,Keyboard,Electronics,4,25806.95,10.3,3.8,92595.34,3,March,Customer_1045,Chennai
87,1017,2024-03-27,Tablet,Electronics,3,37166.11,10.08,3.3,100259.3,3,March,Customer_1017,Hyderabad
88,1039,2024-03-28,Tablet,Accessories,3,34269.77,23.08,4.4,79080.92,3,March,Customer_1039,Bengaluru
89,1024,2024-03-29,Tablet,Accessories,7,4587.82,6.15,4.4,30139.68,3,March,Customer_1024,Madurai
90,1031,2024-03-30,Monitor,Electronics,1,53945.02,18.25,4.6,44100.05,3,March,Customer_1031,Hyderabad
91,1069,2024-03-31,Keyboard,Electronics,6,28590.35,18.86,4.7,139189.26,3,March,Customer_1069,Chennai
92,1064,2024-04-01,Monitor,Electronics,7,63103.38,2.44,3.6,430945.6,4,April,Customer_1064,Madurai
93,1061,2024-04-02,Keyboard,Electronics,5,66653.55,11.71,4.4,294242.1,4,April,Customer_1061,Madurai
94,1037,2024-04-03,Keyboard,Accessories,3,65787.85,5.01,4.5,187475.64,4,April,Customer_1037,Madurai
95,1096,2024-04-04,Laptop,Accessories,2,33624.95,4.63,3.3,64136.23,4,April,Customer_1096,Bengaluru
96,1009,2024-04-05,Phone,Accessories,5,26062.88,11.6,4.8,115197.93,4,April,Customer_1009,Bengaluru
97,1035,2024-04-06,Monitor,Accessories,4,60031.25,7.24,2.7,222739.95,4,April,Customer_1035,Madurai
98,1012,2024-04-07,Tablet,Accessories,2,64210.46,19.9,5.0,102865.16,4,April,Customer_1012,Madurai
99,1034,2024-04-08,Laptop,Accessories,3,39554.97,22.69,4.4,91739.84,4,April,Customer_1034,Hyderabad
100,1097,2024-04-09,Laptop,Accessories,7,71495.97,20.07,2.7,400027.1,4,April,Customer_1097,Bengaluru
101,1037,2024-04-10,Tablet,Accessories,2,11940.74,6.65,4.1,22293.36,4,April,Customer_1037,Madurai
102,1091,2024-04-11,Monitor,Electronics,2,70385.97,6.85,2.6,131129.06,4,April,Customer_1091,Hyderabad
103,1050,2024-04-12,Laptop,Accessories,5,8139.57,6.37,4.4,38105.4,4,April,Customer_1050,Coimbatore
104,1070,2024-04-13,Laptop,Accessories,2,12705.28,3.38,4.5,24551.68,4,April,Customer_1070,Hyderabad
105,1046,2024-04-14,Laptop,Accessories,7,42940.28,23.59,4.0,229674.68,4,April,Customer_1046,Madurai
106,1027,2024-04-15,Tablet,Accessories,7,5867.72,10.05,4.6,36946.1,4,April,Customer_1027,Hyderabad
107,1077,2024-04-16,Laptop,Accessories,7,4698.16,5.62,2.7,31038.86,4,April,Customer_1077,Bengaluru
108,1097,2024-04-17,Tablet,Accessories,7,541.24,21.17,3.2,2986.62,4,April,Customer_1097,Bengaluru
109,1027,2024-04-18,Tablet,Electronics,2,35187.17,9.98,3.5,63350.98,4,April,Customer_1027,Hyderabad
110,1078,2024-04-19,Tablet,Accessories,2,62082.6,0.88,2.6,123072.55,4,April,Customer_1078,Bengaluru
111,1027,2024-04-20,Monitor,Accessories,3,3269.65,4.05,3.6,9411.69,4,April,Customer_1027,Hyderabad
112,1072,2024-04-21,Tablet,Accessories,4,52354.48,15.98,3.2,175952.94,4,April,Customer_1072,Chennai
113,1079,2024-04-22,Monitor,Electronics,7,65938.62,19.57,3.5,371241.02,4,April,Customer_1079,Hyderabad
114,1045,2024-04-23,Monitor,Accessories,6,13856.07,5.27,3.6,78755.13,4,April,Customer_1045,Chennai
115,1074,2024-04-24,Keyboard,Electronics,5,12175.67,22.93,4.7,46918.94,4,April,Customer_1074,Chennai
116,1028,2024-04-25,Monitor,Electronics,7,68933.68,21.27,3.2,379900.4,4,April,Customer_1028,Madurai
117,1008,2024-04-26,Tablet,Accessories,5,65938.41,21.21,4.7,259764.37,4,April,Customer_1008,Coimbatore
118,1010,2024-04-27,Tablet,Accessories,3,43345.87,5.69,3.6,122638.47,4,April,Customer_1010,Chennai
119,1045,2024-04-28,Phone,Accessories,3,65626.39,1.26,3.3,194398.49,4,April,Customer_1045,Chennai
120,1091,2024-04-29,Tablet,Electronics,4,7874.11,21.69,3.8,24664.86,4,April,Customer_1091,Hyderabad
121,1013,2024-04-30,Laptop,Accessories,1,31861.28,7.65,3.5,29423.89,4,April,Customer_1013,Coimbatore
122,1046,2024-05-01,Keyboard,Accessories,6,59154.91,15.47,3.1,300021.87,5,May,Customer_1046,Madurai
123,1071,2024-05-02,Keyboard,Accessories,5,20967.43,19.0,3.8,84918.09,5,May,Customer_1071,Coimbatore
124,1021,2024-05-03,Laptop,Accessories,6,60310.15,3.21,2.9,350245.17,5,May,Customer_1021,Hyderabad
125,1073,2024-05-04,Monitor,Electronics,4,40582.2,19.52,3.4,130642.22,5,May,Customer_1073,Hyderabad
126,1031,2024-05-05,Laptop,Accessories,6,60146.15,23.46,3.9,276215.18,5,May,Customer_1031,Hyderabad
127,1081,2024-05-06,Monitor,Electronics,7,37442.03,18.21,3.5,214366.85,5,May,Customer_1081,Madurai
128,1058,2024-05-07,Laptop,Accessories,4,29748.4,11.03,4.6,105868.61,5,May,Customer_1058,Chennai
129,1055,2024-05-08,Tablet,Electronics,4,17925.54,21.92,3.1,55985.05,5,May,Customer_1055,Hyderabad
130,1018,2024-05-09,Monitor,Electronics,1,17066.16,13.19,4.9,14815.13,5,May,Customer_1018,Chennai
131,1047,2024-05-10,Monitor,Accessories,6,60243.52,18.62,4.5,294157.06,5,May,Customer_1047,Hyderabad
132,1086,2024-05-11,Tablet,Accessories,7,9953.37,20.51,4.9,55383.54,5,May,Customer_1086,Coimbatore
133,1002,2024-05-12,Keyboard,Accessories,5,7335.6,18.73,4.6,29808.21,5,May,Customer_1002,Coimbatore
134,1076,2024-05-13,Monitor,Accessories,7,14515.16,7.2,2.9,94290.48,5,May,Customer_1076,Hyderabad
135,1050,2024-05-14,Phone,Accessories,7,14440.05,2.95,3.8,98098.48,5,May,Customer_1050,Coimbatore
136,1072,2024-05-15,Monitor,Electronics,6,65937.06,5.96,2.9,372043.27,5,May,Customer_1072,Chennai
137,1067,2024-05-16,Monitor,Electronics,4,32181.28,12.57,4.5,112544.37,5,May,Customer_1067,Madurai
138,1044,2024-05-17,Phone,Electronics,1,79235.88,12.63,4.0,69228.39,5,May,Customer_1044,Bengaluru
139,1031,2024-05-18,Monitor,Electronics,1,11408.29,14.57,3.2,9746.1,5,May,Customer_1031,Hyderabad
140,1063,2024-05-19,Keyboard,Electronics,2,52456.42,9.88,4.8,94547.45,5,May,Customer_1063,Bengaluru
141,1015,2024-05-20,Keyboard,Accessories,4,36174.0,19.67,2.8,116234.3,5,May,Customer_1015,Coimbatore
142,1059,2024-05-21,Monitor,Accessories,6,31737.0,22.83,3.9,146948.66,5,May,Customer_1059,Coimbatore
143,1010,2024-05-22,Monitor,Accessories,4,70069.19,6.17,4.3,262983.68,5,May,Customer_1010,Chennai
144,1065,2024-05-23,Phone,Electronics,1,78059.85,18.41,2.6,63689.03,5,May,Customer_1065,Hyderabad
145,1063,2024-05-24,Monitor,Accessories,2,69892.29,12.495000000000001,4.0,116091.09,5,May,Customer_1063,Bengaluru
146,1009,2024-05-25,Phone,Accessories,7,15787.9,13.08,4.5,96059.9,5,May,Customer_1009,Bengaluru
147,1076,2024-05-26,Tablet,Accessories,7,18053.43,4.71,2.7,120421.79,5,May,Customer_1076,Hyderabad
148,1042,2024-05-27,Phone,Electronics,3,52657.87,19.88,3.8,126568.46,5,May,Customer_1042,Coimbatore
149,1079,2024-05-28,Phone,Electronics,6,23482.14,24.02,3.1,107050.38,5,May,Customer_1079,Hyderabad
150,1005,2024-05-29,Laptop,Accessories,6,58910.65,18.05,4.2,289663.67,5,May,Customer_1005,Hyderabad
151,1018,2024-05-30,Keyboard,Electronics,7,45530.44,22.95,2.8,245568.43,5,May,Customer_1018,Chennai
152,1050,2024-05-31,Laptop,Electronics,7,44297.25,24.6,4.8,233800.89,5,May,Customer_1050,Coimbatore
153,1019,2024-06-01,Laptop,Electronics,5,66369.48,8.8,4.7,302644.83,6,June,Customer_1019,Madurai
154,1033,2024-06-02,Keyboard,Accessories,3,56987.36,15.96,3.0,143676.53,6,June,Customer_1033,Chennai
155,1067,2024-06-03,Tablet,Accessories,5,2612.93,11.85,3.3,11516.49,6,June,Customer_1067,Madurai
156,1015,2024-06-04,Tablet,Electronics,3,4432.0,24.67,4.0,10015.88,6,June,Customer_1015,Coimbatore
157,1068,2024-06-05,Monitor,Electronics,3,48323.9,2.35,4.3,141564.87,6,June,Customer_1068,Bengaluru
158,1011,2024-06-06,Phone,Accessories,5,39152.27,10.31,3.6,175578.35,6,June,Customer_1011,Hyderabad
159,1018,2024-06-07,Laptop,Accessories,4,21184.68,21.89,2.9,66189.41,6,June,Customer_1018,Chennai
160,1059,2024-06-08,Monitor,Accessories,5,33783.16,7.1,2.8,156922.78,6,June,Customer_1059,Coimbatore
161,1080,2024-06-09,Laptop,Electronics,3,60753.87,19.69,5.0,146374.3,6,June,Customer_1080,Coimbatore
162,1018,2024-06-10,Tablet,Accessories,3,66215.61,9.57,3.6,179636.33,6,June,Customer_1018,Chennai
163,1030,2024-06-11,Keyboard,Electronics,1,45117.23,24.5,4.7,34063.51,6,June,Customer_1030,Hyderabad
164,1093,2024-06-12,Keyboard,Accessories,5,31136.87,22.09,3.7,121293.68,6,June,Customer_1093,Madurai
165,1099,2024-06-13,Phone,Electronics,5,22020.39,7.53,4.8,101811.27,6,June,Customer_1099,Coimbatore
166,1059,2024-06-14,Monitor,Electronics,7,41992.52,19.25,2.7,237362.72,6,June,Customer_1059,Coimbatore
167,1045,2024-06-15,Monitor,Electronics,4,25522.59,8.42,2.8,93494.35,6,June,Customer_1045,Chennai
168,1035,2024-06-16,Tablet,Electronics,4,45345.56,15.16,4.8,153884.69,6,June,Customer_1035,Madurai
169,1062,2024-06-17,Laptop,Accessories,1,54293.86,16.46,4.9,45357.09,6,June,Customer_1062,Coimbatore
170,1060,2024-06-18,Phone,Electronics,2,5753.3,20.74,3.3,9120.13,6,June,Customer_1060,Coimbatore
171,1030,2024-06-19,Monitor,Electronics,3,584.86,0.61,3.4,1743.88,6,June,Customer_1030,Hyderabad
172,1003,2024-06-20,Keyboard,Electronics,3,17376.03,5.5,3.6,49261.05,6,June,Customer_1003,Coimbatore
173,1016,2024-06-21,Laptop,Accessories,3,71613.66,17.8,3.5,176599.29,6,June,Customer_1016,Coimbatore
174,1096,2024-06-22,Monitor,Accessories,3,51880.12,14.09,3.0,133710.63,6,June,Customer_1096,Bengaluru
175,1042,2024-06-23,Keyboard,Accessories,6,14170.85,12.39,4.7,74490.49,6,June,Customer_1042,Coimbatore
176,1049,2024-06-24,Keyboard,Accessories,1,71275.98,1.38,3.1,70292.37,6,June,Customer_1049,Coimbatore
177,1047,2024-06-25,Tablet,Accessories,3,37861.5,8.71,4.3,103691.29,6,June,Customer_1047,Hyderabad
178,1079,2024-06-26,Laptop,Accessories,2,38349.29,21.63,2.7,60108.68,6,June,Customer_1079,Hyderabad
179,1007,2024-06-27,Phone,Electronics,3,74875.58,0.77,2.6,222897.11,6,June,Customer_1007,Chennai
180,1009,2024-06-28,Keyboard,Accessories,5,5229.19,9.91,4.1,23554.89,6,June,Customer_1009,Bengaluru
181,1028,2024-06-29,Keyboard,Accessories,1,17606.67,23.63,3.3,13446.21,6,June,Customer_1028,Madurai
182,1049,2024-06-30,Monitor,Accessories,3,47068.82,1.27,4.1,139413.14,6,June,Customer_1049,Coimbatore
183,1068,2024-07-01,Laptop,Electronics,1,16041.18,18.74,2.7,13035.06,7,July,Customer_1068,Bengaluru
184,1050,2024-07-02,Laptop,Accessories,7,54522.4,6.44,4.9,357078.1,7,July,Customer_1050,Coimbatore
185,1045,2024-07-03,Tablet,Electronics,6,17520.34,21.67,4.4,82342.09,7,July,Customer_1045,Chennai
186,1094,2024-07-04,Tablet,Electronics,2,8382.98,18.65,4.7,13639.11,7,July,Customer_1094,Bengaluru
187,1017,2024-07-05,Laptop,Accessories,2,16955.32,22.14,2.8,26402.82,7,July,Customer_1017,Hyderabad
188,1058,2024-07-06,Monitor,Electronics,1,34107.36,5.4,3.3,32265.56,7,July,Customer_1058,Chennai
189,1055,2024-07-07,Tablet,Electronics,4,14502.99,13.28,3.7,50307.97,7,July,Customer_1055,Hyderabad
190,1048,2024-07-08,Laptop,Accessories,6,11208.02,19.48,3.8,54148.19,7,July,Customer_1048,Madurai
191,1081,2024-07-09,Laptop,Electronics,5,68892.41,6.14,3.2,323312.08,7,July,Customer_1081,Madurai
192,1027,2024-07-10,Tablet,Accessories,7,25971.58,5.77,2.7,171311.14,7,July,Customer_1027,Hyderabad
193,1096,2024-07-11,Monitor,Electronics,3,29180.32,0.68,3.4,86945.68,7,July,Customer_1096,Bengaluru
194,1034,2024-07-12,Keyboard,Electronics,2,4894.0,23.96,3.1,7442.8,7,July,Customer_1034,Hyderabad
195,1055,2024-07-13,Tablet,Accessories,4,28910.89,17.75,3.5,95116.83,7,July,Customer_1055,Hyderabad
196,1053,2024-07-14,Phone,Accessories,2,21552.17,15.89,3.0,36255.06,7,July,Customer_1053,Bengaluru
197,1085,2024-07-15,Keyboard,Electronics,7,49033.56,18.6,3.2,279393.22,7,July,Customer_1085,Coimbatore
198,1044,2024-07-16,Tablet,Accessories,2,16828.53,13.29,4.1,29184.04,7,July,Customer_1044,Bengaluru
199,1029,2024-07-17,Phone,Accessories,4,71125.05,11.9,3.5,250644.68,7,July,Customer_1029,Hyderabad
200,1003,2024-07-18,Tablet,Electronics,4,74408.5,11.24,3.4,264179.94,7,July,Customer_1003,Coimbatore
201,1037,2024-07-19,Laptop,Accessories,1,8436.57,16.01,3.8,7085.88,7,July,Customer_1037,Madurai
202,1083,2024-07-20,Phone,Electronics,4,9038.54,5.04,4.4,34331.99,7,July,Customer_1083,Chennai
203,1001,2024-07-21,Tablet,Accessories,4,9668.45,22.2,3.4,30088.22,7,July,Customer_1001,Chennai
204,1090,2024-07-22,Keyboard,Accessories,2,49755.76,20.29,4.0,79320.63,7,July,Customer_1090,Madurai
205,1055,2024-07-23,Monitor,Accessories,1,10196.53,8.74,4.9,9305.35,7,July,Customer_1055,Hyderabad
206,1015,2024-07-24,Monitor,Accessories,1,68264.39,14.47,3.8,58386.53,7,July,Customer_1015,Coimbatore
207,1031,2024-07-25,Tablet,Electronics,1,60464.59,3.53,4.8,58330.19,7,July,Customer_1031,Hyderabad
208,1056,2024-07-26,Laptop,Electronics,4,65674.8,24.31,4.5,198837.02,7,July,Customer_1056,Chennai
209,1032,2024-07-27,Phone,Electronics,1,42321.81,22.57,2.6,32769.78,7,July,Customer_1032,Bengaluru
210,1011,2024-07-28,Keyboard,Accessories,7,79735.84,23.05,3.6,429497.1,7,July,Customer_1011,Hyderabad
211,1067,2024-07-29,Laptop,Accessories,2,4011.92,8.3,4.2,7357.86,7,July,Customer_1067,Madurai
212,1068,2024-07-30,Keyboard,Electronics,5,32400.56,4.23,5.0,155150.08,7,July,Customer_1068,Bengaluru
213,1012,2024-07-31,Monitor,Accessories,5,26252.97,5.29,3.6,124320.94,7,July,Customer_1012,Madurai
214,1029,2024-08-01,Phone,Accessories,4,75917.32,2.25,2.7,296836.72,8,August,Customer_1029,Hyderabad
215,1025,2024-08-02,Monitor,Accessories,7,46360.45,3.0,3.9,314787.46,8,August,Customer_1025,Coimbatore
216,1066,2024-08-03,Keyboard,Electronics,1,64592.18,1.78,2.8,63442.44,8,August,Customer_1066,Bengaluru
217,1074,2024-08-04,Laptop,Accessories,2,14042.12,24.75,4.4,21133.39,8,August,Customer_1074,Chennai
218,1073,2024-08-05,Laptop,Accessories,2,78301.41,1.85,3.8,153705.67,8,August,Customer_1073,Hyderabad
219,1094,2024-08-06,Monitor,Electronics,1,40141.84,3.31,4.3,38813.15,8,August,Customer_1094,Bengaluru
220,1077,2024-08-07,Keyboard,Electronics,3,39746.93,20.68,4.7,94581.79,8,August,Customer_1077,Bengaluru
221,1033,2024-08-08,Laptop,Electronics,3,77685.34,14.51,4.1,199239.59,8,August,Customer_1033,Chennai
222,1011,2024-08-09,Monitor,Electronics,6,30768.22,19.36,4.0,148868.96,8,August,Customer_1011,Hyderabad
223,1062,2024-08-10,Laptop,Accessories,3,32103.24,15.77,4.4,81121.68,8,August,Customer_1062,Coimbatore
224,1092,2024-08-11,Monitor,Accessories,7,46987.84,22.05,4.6,256389.15,8,August,Customer_1092,Madurai
225,1098,2024-08-12,Monitor,Accessories,6,10680.18,15.96,4.7,53853.74,8,August,Customer_1098,Coimbatore
226,1024,2024-08-13,Laptop,Electronics,7,26026.31,13.05,2.6,158409.14,8,August,Customer_1024,Madurai
227,1024,2024-08-14,Monitor,Accessories,1,15860.06,17.82,3.9,13033.8,8,August,Customer_1024,Madurai
228,1004,2024-08-15,Keyboard,Electronics,7,8711.04,11.18,3.0,54160.02,8,August,Customer_1004,Hyderabad
229,1015,2024-08-16,Keyboard,Accessories,5,69358.5,8.65,4.7,316794.95,8,August,Customer_1015,Coimbatore
230,1056,2024-08-17,Laptop,Electronics,7,47351.83,11.69,4.1,292714.81,8,August,Customer_1056,Chennai
231,1055,2024-08-18,Phone,Electronics,3,29014.49,4.24,3.6,83352.83,8,August,Customer_1055,Hyderabad
232,1038,2024-08-19,Phone,Accessories,7,32989.22,19.91,3.0,184947.46,8,August,Customer_1038,Madurai
233,1031,2024-08-20,Tablet,Electronics,5,34805.76,6.52,3.3,162682.12,8,August,Customer_1031,Hyderabad
